image_path,mean,variance,standard_deviation,5_percetile,10_percentile,50_percentile,90_percentile,95_percentile
./0/extracted_femur_handmade.png,127.2774616526472,3478.745751300484,58.9808931036186,24.0,39.0,133.0,205.0,212.0
./1/extracted_femur_handmade.png,174.0013063357283,4612.565641663833,67.9158717949187,51.0,67.0,189.0,254.0,255.0
./2/extracted_femur_handmade.png,136.9903048382586,2668.244708837809,51.655055017275984,39.30000000000007,58.0,150.0,197.0,212.0
./3/extracted_femur_handmade.png,141.6181373197513,1753.7399462063051,41.87767837650871,57.0,82.0,151.0,187.0,196.0
./4/extracted_femur_handmade.png,135.07969689051475,2619.4730317346202,51.18078772092728,40.0,57.0,147.0,196.0,206.0
./5/extracted_femur_handmade.png,115.41106567850754,1454.050677448536,38.13201643564809,47.0,59.0,123.0,159.0,162.0
./6/extracted_femur_handmade.png,148.11457214464733,3048.895215507953,55.21680193118715,54.0,68.0,152.5,223.0,232.0
./7/extracted_femur_handmade.png,138.59732746679703,2220.3555766594072,47.1206491536291,58.0,73.0,139.0,200.5,217.0
./8/extracted_femur_handmade.png,112.71798178112391,1590.9540333794776,39.88676514057611,42.0,54.0,121.0,158.0,162.0
./9/extracted_femur_handmade.png,146.03654527876247,2971.866211977244,54.514825616315086,50.0,69.0,152.0,216.0,224.0
./10/extracted_femur_handmade.png,153.4409557359473,2484.1383808295614,49.841131416025874,58.0,79.0,163.0,213.0,222.0
./11/extracted_femur_handmade.png,140.12855101697764,2140.2529737115087,46.26286819590317,55.0,74.0,142.0,202.0,212.0
./12/extracted_femur_handmade.png,139.74646987412945,2759.989009805159,52.53559754875887,48.0,65.0,146.0,211.0,220.0
./13/extracted_femur_handmade.png,166.82267520519528,3312.0053557728347,57.550024811226926,63.0,79.0,172.0,247.0,253.0
./14/extracted_femur_handmade.png,168.77707244212098,2727.9465691739906,52.22974793328023,78.0,91.0,183.0,226.0,230.0
./15/extracted_femur_handmade.png,181.66783597435588,2119.7778973733616,46.04104578931023,94.0,111.0,195.0,231.0,234.0
./16/extracted_femur_handmade.png,176.359021567596,2044.7956169279937,45.21941637093511,96.0,112.0,183.0,231.0,235.0
./17/extracted_femur_handmade.png,153.72109988776654,2601.7820030871844,51.007666120762515,64.0,78.0,156.0,220.0,227.0
./18/extracted_femur_handmade.png,107.82833979555869,1914.3519215651872,43.753307550003434,34.0,48.0,107.0,170.0,176.0
./19/extracted_femur_handmade.png,149.41691005766495,2850.1213256728056,53.38652756710072,52.0,72.0,152.0,219.0,234.0
./20/extracted_femur_handmade.png,152.27579654145816,2539.180539802274,50.390282196096834,57.0,76.0,164.0,210.0,223.0
./21/extracted_femur_handmade.png,147.43844393592678,3362.8128012399916,57.98976462480247,44.0,59.0,158.0,218.0,226.04999999999927
./22/extracted_femur_handmade.png,145.29850746268656,2341.7259812789243,48.391383337107904,61.0,77.0,154.0,207.0,212.0
./23/extracted_femur_handmade.png,134.33423301844354,1949.3095208579832,44.1509855026814,59.700000000000045,77.0,134.0,196.0,210.0
./24/extracted_femur_handmade.png,121.78178368121442,2280.12682819103,47.75067358887234,41.0,55.0,122.0,186.0,193.0
./25/extracted_femur_handmade.png,156.13666101284227,3319.443402759573,57.61461101803581,51.0,65.0,168.0,220.0,225.0
./26/extracted_femur_handmade.png,180.32938168293816,1230.178118585606,35.073895115678354,115.0,128.0,189.0,219.0,222.0
./27/extracted_femur_handmade.png,166.97000990239073,3836.4079278680597,61.93874335073371,59.0,75.0,176.0,250.0,253.0
./28/extracted_femur_handmade.png,143.8665164037065,5001.973917666711,70.72463444703487,41.0,54.200000000000045,137.0,249.80000000000018,253.0
./29/extracted_femur_handmade.png,136.93893129770993,2147.0263027550227,46.33601517993345,52.0,69.0,143.0,198.0,205.0
./30/extracted_femur_handmade.png,186.0027192386132,3974.707901058041,63.04528452674348,73.0,93.0,202.0,253.0,254.0
./31/extracted_femur_handmade.png,205.73719376391983,2447.801163023332,49.47525808950704,112.0,132.0,220.0,253.0,254.0
./32/extracted_femur_handmade.png,158.36520423600606,3364.500211342554,58.00431200645823,54.0,71.0,167.0,227.0,233.0
./33/extracted_femur_handmade.png,137.84719065903926,2683.1525759568312,51.799156131705764,44.0,61.0,146.0,202.0,207.0
./34/extracted_femur_handmade.png,150.1466307277628,2383.4099459705562,48.82017970030996,58.19999999999999,79.0,159.0,209.0,214.0
./35/extracted_femur_handmade.png,162.64517543859648,1625.5622574253616,40.31826208339543,84.0,113.0,170.0,208.0,220.0
./36/extracted_femur_handmade.png,125.72443435802215,3054.134571795103,55.26422506282978,42.0,56.0,124.0,202.0,230.0
./37/extracted_femur_handmade.png,135.83499570077387,1968.0701940455529,44.362937166575804,52.0,71.0,142.0,189.0,204.0
./38/extracted_femur_handmade.png,144.83659079663533,2819.7779733352736,53.101581646268066,52.0,67.0,150.0,212.0,218.0
./39/extracted_femur_handmade.png,167.03891366031618,3559.0215907128536,59.65753590882591,61.0,78.0,178.0,234.0,239.0
./40/extracted_femur_handmade.png,170.73627103631532,3399.8082149699408,58.30787438219593,61.0,79.0,188.0,232.0,237.0
./41/extracted_femur_handmade.png,158.1363286659486,3581.7632270813924,59.84783393809163,47.0,67.0,169.0,228.0,234.0
./42/extracted_femur_handmade.png,140.69482995272227,2578.4365341978646,50.77830771301723,46.0,64.0,150.0,202.0,207.0
./43/extracted_femur_handmade.png,148.96332129963898,2027.9871023263693,45.03317779511423,63.0,82.0,157.0,203.0,208.0
./44/extracted_femur_handmade.png,152.4272987056648,3329.2731226576234,57.69985374901416,46.0,62.0,164.0,221.0,227.0
./45/extracted_femur_handmade.png,188.74238481555182,4077.195994741249,63.85292471564046,62.0,88.0,205.0,253.0,254.0
./46/extracted_femur_handmade.png,136.13264459380963,1707.4219954872456,41.320963148107346,57.0,72.0,149.0,180.0,182.0
./47/extracted_femur_handmade.png,118.17016277898976,1605.8320951404771,40.07283487776323,43.0,58.0,125.0,163.0,166.0
./48/extracted_femur_handmade.png,163.78524313545023,2908.52083761154,53.930704034080065,60.0,80.0,177.0,225.0,232.0
./49/extracted_femur_handmade.png,149.74338103756708,2521.2059713950607,50.21161191791258,63.0,79.0,155.0,214.0,220.0
./50/extracted_femur_handmade.png,144.37886037407569,2165.454985913084,46.534449453207074,61.0,75.0,152.0,203.0,211.0
./51/extracted_femur_handmade.png,153.4081853177551,2805.760446271324,52.969429355726724,54.0,72.0,166.0,213.0,226.0
./52/extracted_femur_handmade.png,151.5862899693386,3879.7375168094786,62.287539017121865,42.0,60.5,159.0,231.0,237.0
./53/extracted_femur_handmade.png,155.92844444444444,3084.910117897707,55.54196717706087,61.0,77.0,162.0,223.0,230.0
./54/extracted_femur_handmade.png,168.27912069401162,2148.2119930952617,46.348807892924945,77.0,98.0,173.0,224.0,235.0
./55/extracted_femur_handmade.png,92.96315617867623,1601.3023595201144,40.01627618257494,20.0,34.0,96.0,145.0,150.0
./56/extracted_femur_handmade.png,167.63313086692435,3909.749669877407,62.52799109100985,53.0,73.0,176.0,249.0,253.0
./57/extracted_femur_handmade.png,153.42273936170213,2723.228605261855,52.184562901895184,57.0,74.0,162.0,213.0,218.0
./58/extracted_femur_handmade.png,120.46627885838939,2061.41434794793,45.40280110244223,50.0,59.0,120.0,185.0,198.0
./59/extracted_femur_handmade.png,121.89189189189189,2456.452781178823,49.56261475324746,39.0,50.0,128.0,183.0,190.0
./60/extracted_femur_handmade.png,123.65656357388316,2477.9403332081574,49.77891454429433,38.0,49.0,133.0,184.0,194.0
./61/extracted_femur_handmade.png,159.51669407306784,2600.577025232998,50.995853019956414,61.0,78.0,171.0,215.0,225.0
./62/extracted_femur_handmade.png,158.84002843938856,1755.467299252657,41.89829709251507,80.0,95.0,168.0,205.0,211.0
./63/extracted_femur_handmade.png,197.35378486055777,1508.4164033375132,38.83833677357352,118.0,139.0,211.0,235.0,239.0
./64/extracted_femur_handmade.png,97.26205973318561,1093.327299399654,33.065500138356505,43.0,51.0,99.0,139.0,151.0
./65/extracted_femur_handmade.png,137.31048683629945,3696.3523403866116,60.79763433215648,45.0,52.0,154.0,205.0,217.0
./66/extracted_femur_handmade.png,163.5847496137417,3222.4733000986266,56.76683274676003,68.0,83.0,168.0,235.0,239.0
./67/extracted_femur_handmade.png,119.18258095012999,2035.2279499446997,45.11350075027097,46.0,59.0,118.0,182.0,194.0
./68/extracted_femur_handmade.png,106.60701637892873,2269.5639127004843,47.639940309581455,28.0,39.0,112.0,167.0,177.0
./69/extracted_femur_handmade.png,147.7262313860252,2363.2988800027906,48.61377253415734,58.0,72.0,160.0,203.0,210.0
./70/extracted_femur_handmade.png,107.67835051546392,1849.0166050508105,43.00019308155267,37.0,47.0,113.0,162.0,173.0
./71/extracted_femur_handmade.png,183.52057226399333,1965.9055918195481,44.33853393854547,92.75,118.0,194.0,231.0,238.0
./72/extracted_femur_handmade.png,116.36751799068718,2331.417830201983,48.28475774198296,41.0,53.0,118.0,180.0,193.0
./73/extracted_femur_handmade.png,181.94438712340073,1925.746081784927,43.883323504321396,93.0,113.0,195.0,228.0,234.0
./74/extracted_femur_handmade.png,125.95973414835298,3217.8648706807903,56.72622736160753,45.0,52.0,120.0,203.0,214.0
./75/extracted_femur_handmade.png,131.0782599646165,2672.574476897347,51.69694842925786,48.0,59.0,137.0,195.0,204.0
./76/extracted_femur_handmade.png,154.45401470922738,2026.3196117917314,45.014659965301654,77.0,89.0,164.0,208.0,218.0
./77/extracted_femur_handmade.png,181.1949860724234,3662.6741034786724,60.52003059713926,68.0,90.0,188.0,253.0,253.0
./78/extracted_femur_handmade.png,144.70349375289217,1739.8494972800397,41.71150317694197,76.0,92.0,143.0,201.0,211.0
./79/extracted_femur_handmade.png,136.70407217751767,2015.2161087526545,44.89115846971043,54.0,69.0,148.0,188.0,197.0
./80/extracted_femur_handmade.png,155.0196586305373,3906.9458843757293,62.505566827089325,60.0,69.0,157.0,239.0,245.0
./81/extracted_femur_handmade.png,134.57692641067868,3007.639245714702,54.84194786579614,49.0,59.0,143.0,204.0,212.0
./82/extracted_femur_handmade.png,137.5428186109238,2873.73973770614,53.60727317916982,53.0,64.0,142.0,204.0,218.0
./83/extracted_femur_handmade.png,176.0448457792208,2137.506985068207,46.23318056405169,84.0,101.0,193.0,223.0,228.0
./84/extracted_femur_handmade.png,133.63244008795795,2974.050431372198,54.534855197132394,44.0,54.0,141.0,204.0,215.0
./85/extracted_femur_handmade.png,100.74040590405905,1713.2896219754632,41.391902855213885,38.0,45.0,99.0,159.0,169.0
./86/extracted_femur_handmade.png,150.29472902746843,3110.3961835506766,55.770925969995126,60.0,72.0,154.0,220.0,226.0
./87/extracted_femur_handmade.png,128.6449629439132,2897.8174176996304,53.831379489101245,48.0,56.0,131.0,200.0,212.0
./88/extracted_femur_handmade.png,151.2844702467344,3248.0888879994777,56.992007229079746,51.0,68.70000000000005,159.0,224.0,230.0
./89/extracted_femur_handmade.png,168.3755407761348,2891.9219897233806,53.776593325752614,65.0,84.0,180.0,226.0,230.0
./90/extracted_femur_handmade.png,172.05698987824556,3294.101123578158,57.39426037138346,71.0,87.0,177.0,243.0,251.0
./91/extracted_femur_handmade.png,145.3434860400283,1853.3549503906947,43.05060917560511,60.0,81.0,153.0,193.0,202.0
./92/extracted_femur_handmade.png,138.81737664561703,3134.221037022539,55.98411414877027,46.0,61.0,144.0,212.0,223.0
./93/extracted_femur_handmade.png,164.2741701640595,2802.6003744067557,52.939591747639646,62.0,82.0,177.0,223.0,227.0
./94/extracted_femur_handmade.png,131.37883292045143,2035.3185555330533,45.11450493503229,43.0,64.0,138.0,185.0,198.0
./95/extracted_femur_handmade.png,162.4777001082997,2664.366663293741,51.6175034585531,69.0,87.0,172.0,224.0,230.0
./96/extracted_femur_handmade.png,134.31041808938463,2370.964646755924,48.692552271943235,46.0,63.0,140.0,196.0,208.0
./97/extracted_femur_handmade.png,134.4516654684879,2971.142559531511,54.50818800447792,32.0,50.0,148.0,194.0,199.0
./98/extracted_femur_handmade.png,162.54349713491925,2211.063700984147,47.02194914063163,74.0,94.0,171.0,218.3000000000011,225.0
./99/extracted_femur_handmade.png,123.73032528856244,2095.984288491599,45.781920978609,39.85000000000002,60.0,128.0,180.0,192.0
./100/extracted_femur_handmade.png,166.8135794107687,2630.231586679861,51.28578347534393,64.0,86.0,179.0,223.0,226.0
./101/extracted_femur_handmade.png,150.31859811942851,3647.0032699360618,60.390423660842636,51.0,65.0,154.0,227.0,233.0
./102/extracted_femur_handmade.png,125.72358755536351,2141.9990255652247,46.281735334419174,46.0,61.0,128.0,184.0,189.0
./103/extracted_femur_handmade.png,111.91423582580116,1512.1104546954132,38.885864458636036,42.0,56.0,116.0,160.0,171.0
./104/extracted_femur_handmade.png,110.223606271777,1604.1216901306923,40.05148798897105,34.0,49.0,118.0,157.0,166.0
./105/extracted_femur_handmade.png,138.68830993520518,2991.3778763013484,54.69349025525202,42.0,58.0,147.0,204.0,216.0
./106/extracted_femur_handmade.png,174.02989668058913,5190.484927248063,72.04502014190894,54.400000000000006,72.0,183.0,253.0,254.0
./107/extracted_femur_handmade.png,180.2843466577091,2604.253879930887,51.03189081281319,80.0,106.0,191.0,236.0,240.0
./108/extracted_femur_handmade.png,105.79365487453722,1380.2117923185683,37.151201761431196,37.0,53.0,111.0,151.0,161.0
./109/extracted_femur_handmade.png,188.76190476190476,2171.12525010004,46.59533506800911,93.0,115.0,205.0,234.0,238.0
./110/extracted_femur_handmade.png,142.38882282996434,2586.9497383288967,50.86206580870361,53.0,69.0,144.0,209.0,220.0
./111/extracted_femur_handmade.png,168.5103794642857,3143.3599369095778,56.06567521139452,61.0,80.0,180.0,231.0,238.0
./112/extracted_femur_handmade.png,137.69499269005848,3382.1063491958535,58.15587974741551,44.0,56.0,142.0,213.0,219.0
./113/extracted_femur_handmade.png,187.13193802035153,4527.073364791718,67.28352966953888,59.0,81.0,208.0,253.0,254.0
./114/extracted_femur_handmade.png,203.09212410501192,2203.7240509376606,46.94383932890088,108.0,135.0,214.0,253.0,254.0
./115/extracted_femur_handmade.png,128.04587997797762,1561.4886272720692,39.5156757157469,61.0,76.0,128.0,181.0,195.0
./116/extracted_femur_handmade.png,162.31696709585123,3075.9302614738817,55.461069782991764,57.0,75.0,177.0,224.0,231.0
./117/extracted_femur_handmade.png,149.05515973339462,3439.132788247296,58.64411980963902,47.0,62.0,157.0,221.0,226.0
./118/extracted_femur_handmade.png,172.90300230946883,2263.9432045692356,47.58091218723361,76.0,101.0,178.0,232.0,250.0
